city,timestamp,temperature,season
New York,2010-02-16,-1.105447879639608,winter
New York,2010-02-17,-7.707232773101891,winter
New York,2010-02-18,-3.9211693458703083,winter
New York,2010-02-19,0.20738506019946418,winter
New York,2010-02-20,0.3465782014259147,winter
New York,2010-02-21,-8.872954767612297,winter
New York,2010-02-22,4.747118025458753,winter
New York,2010-02-23,-2.4593292857709366,winter
New York,2010-02-24,-4.277746484216803,winter
New York,2010-02-25,-3.828900477613793,winter
New York,2010-02-26,-1.9362839687679765,winter
New York,2010-02-27,0.8729938152822718,winter
New York,2010-02-28,-3.401824584196943,winter
New York,2010-03-01,12.68418015162043,spring
New York,2010-03-02,7.4347288607766755,spring
New York,2010-03-03,13.740928665917572,spring
New York,2010-03-04,15.114677950769273,spring
New York,2010-03-05,14.057203799075783,spring
New York,2010-03-06,10.480816803610178,spring
New York,2010-03-07,7.709607425310334,spring
New York,2010-03-08,8.098760265708302,spring
New York,2010-03-09,1.63576539792375,spring
New York,2010-03-10,11.19393136917136,spring
New York,2010-03-11,7.135375802050449,spring
New York,2010-03-12,14.233335665315344,spring
New York,2010-03-13,5.4187537049281875,spring
New York,2010-03-14,13.649838680399268,spring
New York,2010-03-15,6.4505752473980404,spring
New York,2010-03-16,6.215411507514676,spring
New York,2010-03-17,5.814843039540168,spring
New York,2010-03-18,6.631495880512258,spring
New York,2010-03-19,9.395955655578577,spring
New York,2010-03-20,8.73835783804947,spring
New York,2010-03-21,0.5012694534359046,spring
New York,2010-03-22,17.263653116881848,spring
New York,2010-03-23,9.601363010790946,spring
New York,2010-03-24,9.906531214316038,spring
New York,2010-03-25,8.330375658012196,spring
New York,2010-03-26,15.659795382708772,spring
New York,2010-03-27,3.820216200516545,spring
New York,2010-03-28,16.232656564736736,spring
New York,2010-03-29,2.7743802864598397,spring
New York,2010-03-30,4.428912845280762,spring
New York,2010-03-31,3.9439520566732753,spring
New York,2010-04-01,12.462873250350082,spring
New York,2010-04-02,12.08319561425941,spring
New York,2010-04-03,15.961516188823278,spring
New York,2010-04-04,4.181612422136877,spring
New York,2010-04-05,15.44458043429529,spring
New York,2010-04-06,14.678854709510414,spring
New York,2010-04-07,7.116811550258812,spring
New York,2010-04-08,15.121469527889996,spring
New York,2010-04-09,6.173921320233909,spring
New York,2010-04-10,12.143965534994678,spring
New York,2010-04-11,4.795779548092067,spring
New York,2010-04-12,6.825393052512671,spring
New York,2010-04-13,13.226143978437463,spring
New York,2010-04-14,12.628781751329171,spring
New York,2010-04-15,13.633483846210092,spring
New York,2010-04-16,8.574043729668606,spring
New York,2010-04-17,5.542367232205577,spring
New York,2010-04-18,5.548837442411589,spring
New York,2010-04-19,20.015557939549502,spring
New York,2010-04-20,16.28281824510188,spring
New York,2010-04-21,11.346914092321711,spring
New York,2010-04-22,6.690792524409959,spring
New York,2010-04-23,17.850945091440266,spring
New York,2010-04-24,11.74882074690934,spring
New York,2010-04-25,3.2890712590767386,spring
New York,2010-04-26,9.234761131352695,spring
New York,2010-04-27,17.072371479912636,spring
New York,2010-04-28,8.617774719698138,spring
New York,2010-04-29,12.795964988292141,spring
New York,2010-04-30,14.36720288269677,spring
New York,2010-05-01,13.619704604171199,spring
New York,2010-05-02,13.932304851982204,spring
New York,2010-05-03,12.607982234850775,spring
New York,2010-05-04,8.735268509398146,spring
New York,2010-05-05,14.750901288691727,spring
New York,2010-05-06,2.2564397845368216,spring
New York,2010-05-07,6.116724761748591,spring
New York,2010-05-08,7.737766773295371,spring
New York,2010-05-09,11.981887907458924,spring
New York,2010-05-10,16.92383539744448,spring
New York,2010-05-11,9.60264890067966,spring
New York,2010-05-12,8.251728284404686,spring
New York,2010-05-13,13.699959452467443,spring
New York,2010-05-14,-2.697897947082648,spring
New York,2010-05-15,12.71653110576495,spring
New York,2010-05-16,17.0862915123221,spring
New York,2010-05-17,9.664394804519175,spring
New York,2010-05-18,11.51514607171212,spring
New York,2010-05-19,16.55456651552786,spring
New York,2010-05-20,9.976992874367088,spring
New York,2010-05-21,15.102013167738077,spring
New York,2010-05-22,10.9210515681419,spring
New York,2010-05-23,7.41297229911168,spring
New York,2010-05-24,9.948314070677126,spring
New York,2010-05-25,2.193088239449084,spring
New York,2010-05-26,7.233417727002523,spring
New York,2010-05-27,4.658476625421129,spring
New York,2010-05-28,10.949448113192322,spring
New York,2010-05-29,0.504504320795057,spring
New York,2010-05-30,9.639079990371439,spring
New York,2010-05-31,2.3514164389281023,spring
New York,2010-06-01,19.483693724834037,summer
New York,2010-06-02,26.425738370890592,summer
New York,2010-06-03,20.86255421978951,summer
New York,2010-06-04,22.990571525849496,summer
New York,2010-06-05,25.40110694709454,summer
New York,2010-06-06,30.966693617272433,summer
New York,2010-06-07,24.752072670606598,summer
New York,2010-06-08,18.269443957901366,summer
New York,2010-06-09,20.12649445781697,summer
New York,2010-06-10,24.877423331694178,summer
New York,2010-06-11,26.497060382236093,summer
New York,2010-06-12,28.90606179091989,summer
New York,2010-06-13,29.50920105666458,summer
New York,2010-06-14,25.365582191039096,summer
New York,2010-06-15,20.005021760221595,summer
New York,2010-06-16,21.668516582838162,summer
New York,2010-06-17,29.741057435622096,summer
New York,2010-06-18,17.659766816548686,summer
New York,2010-06-19,34.24246636694694,summer
New York,2010-06-20,28.758579713206828,summer
New York,2010-06-21,29.42080150227577,summer
New York,2010-06-22,25.366213514408756,summer
New York,2010-06-23,25.003848920930192,summer
New York,2010-06-24,27.526618444759762,summer
New York,2010-06-25,29.268596643864612,summer
New York,2010-06-26,23.22515998882309,summer
New York,2010-06-27,24.328251940623385,summer
New York,2010-06-28,19.426119390422013,summer
New York,2010-06-29,20.513060368270622,summer
New York,2010-06-30,18.3968925925367,summer
New York,2010-07-01,19.56092527345649,summer
New York,2010-07-02,12.328386064984148,summer
New York,2010-07-03,25.244484147763654,summer
New York,2010-07-04,21.917737778399605,summer
New York,2010-07-05,30.47298276659491,summer
New York,2010-07-06,20.871950355453226,summer
New York,2010-07-07,31.11172586532899,summer
New York,2010-07-08,27.292774885776943,summer
New York,2010-07-09,34.03935048222269,summer
New York,2010-07-10,25.135438792383315,summer
New York,2010-07-11,29.432812596573164,summer
New York,2010-07-12,19.540699435881457,summer
New York,2010-07-13,27.59066459013872,summer
New York,2010-07-14,20.479843977792992,summer
New York,2010-07-15,19.84010045255709,summer
New York,2010-07-16,23.0371341337521,summer
New York,2010-07-17,25.436109309470144,summer
New York,2010-07-18,18.778663039009594,summer
New York,2010-07-19,25.94083528109792,summer
New York,2010-07-20,18.883906437356703,summer
New York,2010-07-21,31.429991164043773,summer
New York,2010-07-22,26.500556920953503,summer
New York,2010-07-23,23.18041780942742,summer
New York,2010-07-24,24.29196796838792,summer
New York,2010-07-25,22.560032981182623,summer
New York,2010-07-26,28.79465585227473,summer
New York,2010-07-27,25.34003594942407,summer
New York,2010-07-28,28.571118968622567,summer
New York,2010-07-29,25.700763190820215,summer
New York,2010-07-30,22.666639105388143,summer
New York,2010-07-31,16.2565902539626,summer
New York,2010-08-01,28.180078401824833,summer
New York,2010-08-02,20.049490371524364,summer
New York,2010-08-03,24.190978806058666,summer
New York,2010-08-04,24.747364164523724,summer
New York,2010-08-05,26.06470339329015,summer
New York,2010-08-06,36.59378236468411,summer
New York,2010-08-07,25.379200977450278,summer
New York,2010-08-08,34.03797537741106,summer
New York,2010-08-09,24.418431073345214,summer
New York,2010-08-10,31.928351074616472,summer
New York,2010-08-11,20.3967624571783,summer
New York,2010-08-12,28.97019756437383,summer
New York,2010-08-13,27.20033369774411,summer
New York,2010-08-14,32.697559094264335,summer
New York,2010-08-15,21.858607088462456,summer
New York,2010-08-16,26.790080539266352,summer
New York,2010-08-17,27.991995893445488,summer
New York,2010-08-18,18.55126229284822,summer
New York,2010-08-19,34.928215394598276,summer
New York,2010-08-20,20.671953754379466,summer
New York,2010-08-21,27.080675518966185,summer
New York,2010-08-22,32.767652230337056,summer
New York,2010-08-23,29.245736273272907,summer
New York,2010-08-24,20.26985252147646,summer
New York,2010-08-25,32.32988763947161,summer
New York,2010-08-26,22.045330378617358,summer
New York,2010-08-27,28.952205152589688,summer
New York,2010-08-28,23.10201787569173,summer
New York,2010-08-29,28.043839385475625,summer
New York,2010-08-30,27.17987461136159,summer
New York,2010-08-31,28.348966759344165,summer
New York,2010-09-01,16.628517081161352,autumn
New York,2010-09-02,9.598287396508786,autumn
New York,2010-09-03,19.032876156048935,autumn
New York,2010-09-04,8.276377570465769,autumn
New York,2010-09-05,13.764337287782837,autumn
New York,2010-09-06,13.259247118462017,autumn
New York,2010-09-07,17.730102115369377,autumn
New York,2010-09-08,14.515462257244007,autumn
New York,2010-09-09,17.288088659780954,autumn
New York,2010-09-10,22.258844656618084,autumn
New York,2010-09-11,19.22273972497772,autumn
New York,2010-09-12,10.623712537259541,autumn
New York,2010-09-13,14.657909197864319,autumn
New York,2010-09-14,9.615689333794737,autumn
New York,2010-09-15,15.664120975444757,autumn
New York,2010-09-16,21.034348710860442,autumn
New York,2010-09-17,9.43623646418972,autumn
New York,2010-09-18,20.478920159717603,autumn
New York,2010-09-19,11.78646313351016,autumn
New York,2010-09-20,23.837733583067116,autumn
New York,2010-09-21,12.77722970627321,autumn
New York,2010-09-22,20.5417870369381,autumn
New York,2010-09-23,12.315800952948896,autumn
New York,2010-09-24,13.197735963343359,autumn
New York,2010-09-25,7.10479449937716,autumn
New York,2010-09-26,14.135659961711518,autumn
New York,2010-09-27,20.019243758417964,autumn
New York,2010-09-28,25.67624166666636,autumn
New York,2010-09-29,11.751709264065445,autumn
New York,2010-09-30,11.8443366312013,autumn
New York,2010-10-01,13.06781628444504,autumn
New York,2010-10-02,7.843705776715803,autumn
New York,2010-10-03,10.190092973484179,autumn
New York,2010-10-04,11.85391813787396,autumn
New York,2010-10-05,23.502045719035195,autumn
New York,2010-10-06,16.333514032287017,autumn
New York,2010-10-07,13.175454175495041,autumn
New York,2010-10-08,19.23442444684958,autumn
New York,2010-10-09,17.30473827645035,autumn
New York,2010-10-10,7.080109559850954,autumn
New York,2010-10-11,12.207045462061567,autumn
New York,2010-10-12,19.329366065891442,autumn
New York,2010-10-13,9.641265148996032,autumn
New York,2010-10-14,12.786480860750165,autumn
New York,2010-10-15,16.630115429506066,autumn
New York,2010-10-16,16.389456353553456,autumn
New York,2010-10-17,15.038633329071367,autumn
New York,2010-10-18,14.11049552686893,autumn
New York,2010-10-19,13.837308373348119,autumn
New York,2010-10-20,10.239110261728488,autumn
New York,2010-10-21,12.030759893920498,autumn
New York,2010-10-22,22.799308159316098,autumn
New York,2010-10-23,13.026344319145334,autumn
New York,2010-10-24,15.31493236661029,autumn
New York,2010-10-25,18.28012726810571,autumn
New York,2010-10-26,8.878098169379584,autumn
New York,2010-10-27,8.469477079009252,autumn
New York,2010-10-28,13.333517534243258,autumn
New York,2010-10-29,16.60927961614977,autumn
New York,2010-10-30,19.322045383204454,autumn
New York,2010-10-31,3.0262388341103446,autumn
New York,2010-11-01,15.11215678460631,autumn
New York,2010-11-02,18.89726989971042,autumn
New York,2010-11-03,15.5288573256284,autumn
New York,2010-11-04,15.651095034857764,autumn
New York,2010-11-05,17.916628523392944,autumn
New York,2010-11-06,16.999966887359992,autumn
New York,2010-11-07,19.803442292052125,autumn
New York,2010-11-08,25.85050540142534,autumn
New York,2010-11-09,11.955134689040406,autumn
New York,2010-11-10,9.630713686742093,autumn
New York,2010-11-11,9.618091705240754,autumn
New York,2010-11-12,13.291417212118446,autumn
New York,2010-11-13,18.088062815087312,autumn
New York,2010-11-14,18.15625805899274,autumn
New York,2010-11-15,16.89392051829987,autumn
New York,2010-11-16,13.11143993659691,autumn
New York,2010-11-17,13.546371308528517,autumn
New York,2010-11-18,7.7131635983270534,autumn
New York,2010-11-19,4.670010577658585,autumn
New York,2010-11-20,16.447065370895547,autumn
New York,2010-11-21,13.932727583373198,autumn
New York,2010-11-22,17.954886642436392,autumn
New York,2010-11-23,7.023732003902517,autumn
New York,2010-11-24,15.190411446303782,autumn
New York,2010-11-25,11.491039355173369,autumn
New York,2010-11-26,12.944179009963078,autumn
New York,2010-11-27,7.135270012792362,autumn
New York,2010-11-28,16.237381985882383,autumn
New York,2010-11-29,23.0547523002864,autumn
New York,2010-11-30,13.316534150181532,autumn
New York,2010-12-01,4.596508566511415,winter
New York,2010-12-02,7.664722330960213,winter
New York,2010-12-03,-10.984201682093037,winter
New York,2010-12-04,-1.016913123122691,winter
New York,2010-12-05,0.12143874003787827,winter
New York,2010-12-06,7.280568241624714,winter
New York,2010-12-07,-0.3695424457217993,winter
New York,2010-12-08,-5.598916042483282,winter
New York,2010-12-09,1.3992775612344799,winter
New York,2010-12-10,2.7063764056233532,winter
New York,2010-12-11,3.801043123205087,winter
New York,2010-12-12,-10.244239314281987,winter
New York,2010-12-13,-6.00400211808661,winter
New York,2010-12-14,-6.29416106955456,winter
New York,2010-12-15,5.936992679218025,winter
New York,2010-12-16,-5.1284291727658715,winter
New York,2010-12-17,-3.288633236705354,winter
New York,2010-12-18,-4.810751423736125,winter
New York,2010-12-19,4.384275498037444,winter
New York,2010-12-20,5.433867980989751,winter
New York,2010-12-21,-7.674897774852349,winter
New York,2010-12-22,-8.366520671817826,winter
New York,2010-12-23,-1.428463829352059,winter
New York,2010-12-24,-0.4814679155565832,winter
New York,2010-12-25,-7.964044829270215,winter
New York,2010-12-26,7.817538705827874,winter
New York,2010-12-27,-2.674194766705225,winter
New York,2010-12-28,-7.576847359383888,winter
New York,2010-12-29,-11.935293751168814,winter
New York,2010-12-30,2.157625135974878,winter
New York,2010-12-31,0.8965629959694854,winter
New York,2011-01-01,8.567229433008471,winter
New York,2011-01-02,-2.742224375252014,winter
New York,2011-01-03,-3.9495163892171914,winter
New York,2011-01-04,5.8503067186265465,winter
New York,2011-01-05,5.232282658756411,winter
New York,2011-01-06,-2.047195680114075,winter
New York,2011-01-07,5.988392588747312,winter
New York,2011-01-08,1.6810059877688766,winter
New York,2011-01-09,6.2379572690246246,winter
New York,2011-01-10,-0.6041102420519712,winter
New York,2011-01-11,2.1847573914334077,winter
New York,2011-01-12,-1.636114323121033,winter
New York,2011-01-13,-4.813356871074671,winter
New York,2011-01-14,5.792925181293259,winter
New York,2011-01-15,-3.7934986351187714,winter
New York,2011-01-16,-12.164614499076743,winter
New York,2011-01-17,0.8535942962425109,winter
New York,2011-01-18,2.236528965542626,winter
New York,2011-01-19,3.7795451370210564,winter
New York,2011-01-20,-7.025068159357833,winter
New York,2011-01-21,3.464310666727793,winter
New York,2011-01-22,2.202518030367164,winter
New York,2011-01-23,6.788282901587536,winter
New York,2011-01-24,1.50440220807273,winter
New York,2011-01-25,13.212244248313551,winter
New York,2011-01-26,-5.379521091662079,winter
New York,2011-01-27,1.1620605905770285,winter
New York,2011-01-28,-9.685551931182621,winter
New York,2011-01-29,-6.578639329905121,winter
New York,2011-01-30,-3.5298879916769694,winter
New York,2011-01-31,5.443786677570428,winter
New York,2011-02-01,1.0130270684284786,winter
New York,2011-02-02,-3.0137602880353165,winter
New York,2011-02-03,2.88359323223784,winter
New York,2011-02-04,-11.904328394914307,winter
New York,2011-02-05,-4.277903352622973,winter
New York,2011-02-06,0.39147342847240785,winter
New York,2011-02-07,-4.182195912234254,winter
New York,2011-02-08,-1.3158989128322396,winter
New York,2011-02-09,1.8125641597573374,winter
New York,2011-02-10,-0.9471522215099838,winter
New York,2011-02-11,-0.4225893459730467,winter
New York,2011-02-12,6.308218508819699,winter
New York,2011-02-13,9.11364819744202,winter
New York,2011-02-14,1.7035944002691035,winter
New York,2011-02-15,-3.635481849477779,winter
New York,2011-02-16,1.5876502375532957,winter
New York,2011-02-17,-3.162043820447326,winter
New York,2011-02-18,4.547804586388705,winter
New York,2011-02-19,2.1817526930631526,winter
New York,2011-02-20,-8.213134899159364,winter
New York,2011-02-21,4.455129241703573,winter
New York,2011-02-22,2.786959522655132,winter
New York,2011-02-23,0.997047180152426,winter
New York,2011-02-24,-14.285862102156472,winter
New York,2011-02-25,-2.8517364120590907,winter
New York,2011-02-26,1.76053451720561,winter
New York,2011-02-27,-4.424765496201615,winter
New York,2011-02-28,3.578927972331993,winter
New York,2011-03-01,10.585203117565662,spring
New York,2011-03-02,9.41658688720929,spring
New York,2011-03-03,14.104384255713274,spring
New York,2011-03-04,5.890103949446269,spring
New York,2011-03-05,9.305734650097705,spring
New York,2011-03-06,14.030582509350324,spring
New York,2011-03-07,10.47917968121853,spring
New York,2011-03-08,8.372898294832913,spring
New York,2011-03-09,6.6404931434375225,spring
New York,2011-03-10,7.320939667673091,spring
New York,2011-03-11,11.463605770210954,spring
New York,2011-03-12,14.667192314753855,spring
New York,2011-03-13,7.717909126744222,spring
New York,2011-03-14,-1.1441619389596873,spring
New York,2011-03-15,16.804787420938545,spring
New York,2011-03-16,10.545459399979233,spring
New York,2011-03-17,12.211205028911493,spring
New York,2011-03-18,4.702081619402464,spring
New York,2011-03-19,6.316874728182942,spring
New York,2011-03-20,15.48437492359544,spring
New York,2011-03-21,18.39132747216445,spring
New York,2011-03-22,2.345649620507249,spring
New York,2011-03-23,13.321951473519263,spring
New York,2011-03-24,5.15930943504395,spring
New York,2011-03-25,9.825750671725697,spring
New York,2011-03-26,3.900436286551341,spring
New York,2011-03-27,9.971408560903075,spring
New York,2011-03-28,10.169530202540022,spring
New York,2011-03-29,4.3921389192873095,spring
New York,2011-03-30,15.659434563664831,spring
New York,2011-03-31,9.538241461610065,spring
New York,2011-04-01,13.179188126821558,spring
New York,2011-04-02,3.61479226239359,spring
New York,2011-04-03,15.137209595127105,spring
New York,2011-04-04,4.88241968227838,spring
New York,2011-04-05,12.924006278119496,spring
New York,2011-04-06,8.860530809225098,spring
New York,2011-04-07,14.071509591842002,spring
New York,2011-04-08,14.267077065862908,spring
New York,2011-04-09,14.522603778174586,spring
New York,2011-04-10,8.832369458590419,spring
New York,2011-04-11,-3.229182138296874,spring
New York,2011-04-12,7.889342819639196,spring
New York,2011-04-13,7.299272035864916,spring
New York,2011-04-14,9.015697556039955,spring
New York,2011-04-15,3.5619856413716953,spring
New York,2011-04-16,13.86905251701295,spring
New York,2011-04-17,8.29212080320853,spring
New York,2011-04-18,6.9500433656506635,spring
New York,2011-04-19,3.453913276607966,spring
New York,2011-04-20,6.751924234028925,spring
New York,2011-04-21,8.800698485776149,spring
New York,2011-04-22,14.055210786316218,spring
New York,2011-04-23,10.410113675314642,spring
New York,2011-04-24,10.596488870957906,spring
New York,2011-04-25,10.220086417018079,spring
New York,2011-04-26,12.309419197732034,spring
New York,2011-04-27,1.9277405209993574,spring
New York,2011-04-28,2.910273143770019,spring
New York,2011-04-29,16.279106246813733,spring
New York,2011-04-30,15.241996486265887,spring
New York,2011-05-01,18.589730511380328,spring
New York,2011-05-02,10.071997329322324,spring
New York,2011-05-03,8.736698494901322,spring
New York,2011-05-04,0.9542011548286808,spring
New York,2011-05-05,9.819871368065508,spring
New York,2011-05-06,14.651567162002367,spring
New York,2011-05-07,11.638044022832238,spring
New York,2011-05-08,16.701311171346678,spring
New York,2011-05-09,8.045211765227009,spring
New York,2011-05-10,10.791432971770199,spring
New York,2011-05-11,11.336309506044067,spring
New York,2011-05-12,18.186372344994467,spring
New York,2011-05-13,10.110237609097243,spring
New York,2011-05-14,4.964381803340785,spring
New York,2011-05-15,7.870614514255954,spring
New York,2011-05-16,7.981670741225175,spring
New York,2011-05-17,10.55052587224191,spring
New York,2011-05-18,8.039053971007517,spring
New York,2011-05-19,11.527498742031636,spring
New York,2011-05-20,13.616743728920351,spring
New York,2011-05-21,10.310523255637118,spring
New York,2011-05-22,12.302063392771519,spring
New York,2011-05-23,5.743668939424303,spring
New York,2011-05-24,0.8241992164003022,spring
New York,2011-05-25,14.052396727111956,spring
New York,2011-05-26,3.7100970693734947,spring
New York,2011-05-27,4.90516438075172,spring
New York,2011-05-28,10.410813377115456,spring
New York,2011-05-29,3.7002176159923597,spring
New York,2011-05-30,9.053265364654873,spring
New York,2011-05-31,12.505618104424,spring
New York,2011-06-01,9.350643733148223,summer
New York,2011-06-02,24.61825602624847,summer
New York,2011-06-03,25.119816619588864,summer
New York,2011-06-04,21.359406040544744,summer
New York,2011-06-05,19.683779068766913,summer
New York,2011-06-06,27.587388571702423,summer
New York,2011-06-07,27.123873870340674,summer
New York,2011-06-08,29.6336524420491,summer
New York,2011-06-09,17.10754983024711,summer
New York,2011-06-10,24.596815853599548,summer
New York,2011-06-11,33.40268211297014,summer
New York,2011-06-12,24.840451245402782,summer
New York,2011-06-13,26.144830799374535,summer
New York,2011-06-14,24.316572309993145,summer
New York,2011-06-15,29.89451468310537,summer
New York,2011-06-16,23.944099211970954,summer
New York,2011-06-17,27.94406690681616,summer
New York,2011-06-18,25.765996769617736,summer
New York,2011-06-19,24.5122263652837,summer
New York,2011-06-20,23.423823900756354,summer
New York,2011-06-21,29.13677281753176,summer
New York,2011-06-22,20.37613874818289,summer
New York,2011-06-23,23.16221350433912,summer
New York,2011-06-24,28.5146018379709,summer
New York,2011-06-25,32.11086672697002,summer
New York,2011-06-26,18.153370753059523,summer
New York,2011-06-27,29.22591353207526,summer
New York,2011-06-28,20.117265587637355,summer
New York,2011-06-29,27.588167701861877,summer
New York,2011-06-30,16.7196294069672,summer
New York,2011-07-01,30.727011829081746,summer
New York,2011-07-02,17.28928286905812,summer
New York,2011-07-03,21.820114892433153,summer
New York,2011-07-04,33.11210760156574,summer
New York,2011-07-05,31.132565927242332,summer
New York,2011-07-06,29.71115427760285,summer
New York,2011-07-07,31.350604263807533,summer
New York,2011-07-08,30.07600086172458,summer
New York,2011-07-09,31.39995712807638,summer
New York,2011-07-10,24.051542271868513,summer
New York,2011-07-11,14.417826909422494,summer
New York,2011-07-12,26.20250099506747,summer
New York,2011-07-13,24.256799394852283,summer
New York,2011-07-14,23.26635121991498,summer
New York,2011-07-15,39.811616459261245,summer
New York,2011-07-16,23.545959501625415,summer
New York,2011-07-17,28.732958065573058,summer
New York,2011-07-18,25.119327641284578,summer
New York,2011-07-19,25.262352646053,summer
New York,2011-07-20,29.917556755657415,summer
New York,2011-07-21,19.48511783400459,summer
New York,2011-07-22,25.28109155874841,summer
New York,2011-07-23,25.084816685487514,summer
New York,2011-07-24,20.47139910753509,summer
New York,2011-07-25,30.06541441527961,summer
New York,2011-07-26,22.99514731335243,summer
New York,2011-07-27,20.38643730510052,summer
New York,2011-07-28,26.9199754827819,summer
New York,2011-07-29,30.505785203745866,summer
New York,2011-07-30,22.319820741462614,summer
New York,2011-07-31,22.42722760219314,summer
New York,2011-08-01,34.45991760776187,summer
New York,2011-08-02,15.930385973693456,summer
New York,2011-08-03,20.580058515318914,summer
New York,2011-08-04,26.08687600046433,summer
New York,2011-08-05,30.224800494093788,summer
New York,2011-08-06,13.310608618429612,summer
New York,2011-08-07,26.997083438553233,summer
New York,2011-08-08,21.0703258120306,summer
New York,2011-08-09,21.975156773864846,summer
New York,2011-08-10,22.77528250945144,summer
New York,2011-08-11,24.302736469641154,summer
New York,2011-08-12,24.436152780327326,summer
New York,2011-08-13,19.282318548664893,summer
New York,2011-08-14,21.76805692359972,summer
New York,2011-08-15,21.222012697609745,summer
New York,2011-08-16,22.414602874736477,summer
New York,2011-08-17,24.216669349625008,summer
New York,2011-08-18,28.708475610624816,summer
New York,2011-08-19,35.35252675350273,summer
New York,2011-08-20,24.302425916955837,summer
New York,2011-08-21,21.72296209644537,summer
New York,2011-08-22,31.512074718947726,summer
New York,2011-08-23,17.069292782758104,summer
New York,2011-08-24,26.036191093041726,summer
New York,2011-08-25,18.738969297398334,summer
New York,2011-08-26,22.07941496062948,summer
New York,2011-08-27,20.824861725728894,summer
New York,2011-08-28,29.28311971453137,summer
New York,2011-08-29,24.54361061384354,summer
New York,2011-08-30,27.450997159049688,summer
New York,2011-08-31,20.799580803181904,summer
New York,2011-09-01,12.008991197205281,autumn
New York,2011-09-02,16.38158411107436,autumn
New York,2011-09-03,14.698375085011584,autumn
New York,2011-09-04,14.995312171500494,autumn
New York,2011-09-05,15.59864844622693,autumn
New York,2011-09-06,17.016669589952098,autumn
New York,2011-09-07,9.93544349288297,autumn
New York,2011-09-08,21.256555016350546,autumn
New York,2011-09-09,10.440647062727066,autumn
New York,2011-09-10,8.881596046307935,autumn
New York,2011-09-11,17.76187580520143,autumn
New York,2011-09-12,12.893246436876195,autumn
New York,2011-09-13,17.779667800281754,autumn
New York,2011-09-14,5.253013867136067,autumn
New York,2011-09-15,15.3629598366031,autumn
New York,2011-09-16,13.018752135720078,autumn
New York,2011-09-17,11.01109356557414,autumn
New York,2011-09-18,9.58372532687833,autumn
New York,2011-09-19,24.24090838740844,autumn
New York,2011-09-20,12.462673452409645,autumn
New York,2011-09-21,15.959874212210782,autumn
New York,2011-09-22,11.492805802511397,autumn
New York,2011-09-23,15.110744875131685,autumn
New York,2011-09-24,17.815411611352452,autumn
New York,2011-09-25,18.13638255817422,autumn
New York,2011-09-26,12.707121714155178,autumn
New York,2011-09-27,18.277356411806217,autumn
New York,2011-09-28,17.465904911587497,autumn
New York,2011-09-29,16.933370439508813,autumn
New York,2011-09-30,9.144449543905349,autumn
New York,2011-10-01,15.267585430823933,autumn
New York,2011-10-02,18.1690636685527,autumn
New York,2011-10-03,13.069988631901698,autumn
New York,2011-10-04,10.392050710104336,autumn
New York,2011-10-05,19.09321190880383,autumn
New York,2011-10-06,11.823750798766962,autumn
New York,2011-10-07,16.01829595548019,autumn
New York,2011-10-08,13.555806527038325,autumn
New York,2011-10-09,13.57960073191571,autumn
New York,2011-10-10,14.918855017581906,autumn
New York,2011-10-11,21.470430970153238,autumn
New York,2011-10-12,11.426651821919396,autumn
New York,2011-10-13,27.87417104201532,autumn
